id	trait	note	group_name	mr	year	author	sex	pmid	population	unit	sample_size	nsnp	build	category	subcategory	ontology	ncase	consortium	ncontrol	priority	sd	N
eqtl-a-ENSG00000213639	ENSG00000213639	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18519	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213782	ENSG00000213782	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18965	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213859	ENSG00000213859	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19110	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213865	ENSG00000213865	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16866	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213901	ENSG00000213901	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17488	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213906	ENSG00000213906	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19400	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213937	ENSG00000213937	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18200	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213949	ENSG00000213949	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19327	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213977	ENSG00000213977	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20599	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213983	ENSG00000213983	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18955	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000213995	ENSG00000213995	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	21392	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214013	ENSG00000214013	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16540	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214063	ENSG00000214063	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19198	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214078	ENSG00000214078	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16110	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214114	ENSG00000214114	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18068	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214160	ENSG00000214160	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18926	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214253	ENSG00000214253	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18157	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214274	ENSG00000214274	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	21035	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214309	ENSG00000214309	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16071	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214402	ENSG00000214402	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18488	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000214517	ENSG00000214517	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17762	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000215021	ENSG00000215021	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18826	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000215440	ENSG00000215440	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18634	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000215883	ENSG00000215883	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18837	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000216937	ENSG00000216937	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19848	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000218891	ENSG00000218891	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	21678	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000219200	ENSG00000219200	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19275	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000221823	ENSG00000221823	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19750	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000221838	ENSG00000221838	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15992	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000221869	ENSG00000221869	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15499	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000221890	ENSG00000221890	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17755	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000221944	ENSG00000221944	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18649	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000221946	ENSG00000221946	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18664	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000225697	ENSG00000225697	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	14458	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000225921	ENSG00000225921	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17974	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000228278	ENSG00000228278	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19206	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000228300	ENSG00000228300	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	21620	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000229809	ENSG00000229809	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	14607	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000230989	ENSG00000230989	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	25666	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000235568	ENSG00000235568	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19572	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000237172	ENSG00000237172	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15543	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239306	ENSG00000239306	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16073	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239382	ENSG00000239382	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18432	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239697	ENSG00000239697	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18636	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239704	ENSG00000239704	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19591	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239732	ENSG00000239732	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16242	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239789	ENSG00000239789	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19935	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239900	ENSG00000239900	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16531	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000239961	ENSG00000239961	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	22824	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000240344	ENSG00000240344	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16694	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000240505	ENSG00000240505	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17624	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000240563	ENSG00000240563	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18612	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000240583	ENSG00000240583	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18314	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000240694	ENSG00000240694	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20441	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000240891	ENSG00000240891	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18687	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000241360	ENSG00000241360	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18504	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000241839	ENSG00000241839	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17077	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000241852	ENSG00000241852	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19153	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000241945	ENSG00000241945	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20232	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000242110	ENSG00000242110	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19378	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000242252	ENSG00000242252	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16351	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000242259	ENSG00000242259	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19121	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000242612	ENSG00000242612	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18347	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000243064	ENSG00000243064	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19963	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000243477	ENSG00000243477	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15333	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000243708	ENSG00000243708	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17278	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000243709	ENSG00000243709	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18621	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000243725	ENSG00000243725	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19402	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000243927	ENSG00000243927	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18252	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000244038	ENSG00000244038	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18584	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000244045	ENSG00000244045	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15636	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000244405	ENSG00000244405	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17912	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000244486	ENSG00000244486	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16568	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000244509	ENSG00000244509	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17642	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000244687	ENSG00000244687	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18538	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000245848	ENSG00000245848	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19224	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000246705	ENSG00000246705	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18540	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000247596	ENSG00000247596	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16264	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000248746	ENSG00000248746	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	15901	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000249087	ENSG00000249087	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17129	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000249992	ENSG00000249992	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17957	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000250067	ENSG00000250067	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18321	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000250479	ENSG00000250479	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19557	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000250510	ENSG00000250510	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18582	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000250565	ENSG00000250565	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20311	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000250571	ENSG00000250571	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20106	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000253293	ENSG00000253293	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18559	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000253368	ENSG00000253368	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16428	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000253797	ENSG00000253797	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17183	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000254004	ENSG00000254004	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17390	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000254087	ENSG00000254087	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19248	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000254858	ENSG00000254858	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18811	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000255112	ENSG00000255112	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19917	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000255150	ENSG00000255150	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19554	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000255302	ENSG00000255302	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	16801	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000255833	ENSG00000255833	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17905	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000255837	ENSG00000255837	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20399	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000256043	ENSG00000256043	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19791	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000256087	ENSG00000256087	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	21504	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000256269	ENSG00000256269	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18358	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000256660	ENSG00000256660	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20795	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000257218	ENSG00000257218	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	18215	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000257267	ENSG00000257267	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17509	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000257335	ENSG00000257335	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17988	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000258227	ENSG00000258227	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17999	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000258315	ENSG00000258315	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19271	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000258839	ENSG00000258839	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	17415	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000259431	ENSG00000259431	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19003	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000259494	ENSG00000259494	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	19650	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000260916	ENSG00000260916	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20855	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000262246	ENSG00000262246	NA	public	1	2018	Vosa U	Males and Females		European	NA	31684	20293	HG19/GRCh37	NA	NA	NA		NA		0		31684
eqtl-a-ENSG00000000971	ENSG00000000971	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17371	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000001036	ENSG00000001036	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18671	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000001084	ENSG00000001084	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19125	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000001631	ENSG00000001631	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	16044	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000003147	ENSG00000003147	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	22485	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000005175	ENSG00000005175	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19784	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000013275	ENSG00000013275	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18667	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000021574	ENSG00000021574	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18144	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000022976	ENSG00000022976	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18640	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000023318	ENSG00000023318	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	16434	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000023516	ENSG00000023516	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18555	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000023608	ENSG00000023608	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19154	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000023909	ENSG00000023909	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17575	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000034713	ENSG00000034713	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	20391	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000036549	ENSG00000036549	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17663	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000036565	ENSG00000036565	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	21407	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000039319	ENSG00000039319	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18552	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000041357	ENSG00000041357	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19808	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000044115	ENSG00000044115	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	15257	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000048991	ENSG00000048991	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17067	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000049239	ENSG00000049239	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17958	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000053254	ENSG00000053254	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18448	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000056558	ENSG00000056558	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	16860	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000058799	ENSG00000058799	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19004	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000060140	ENSG00000060140	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	20865	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000062194	ENSG00000062194	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19273	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000064651	ENSG00000064651	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18324	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000064652	ENSG00000064652	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17957	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000065154	ENSG00000065154	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	20109	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000065413	ENSG00000065413	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	16797	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000065613	ENSG00000065613	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17135	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000066294	ENSG00000066294	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18433	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000066455	ENSG00000066455	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19723	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000066557	ENSG00000066557	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17293	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000066777	ENSG00000066777	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	16995	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000067248	ENSG00000067248	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18965	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000069974	ENSG00000069974	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	20936	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000070961	ENSG00000070961	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	16306	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000071909	ENSG00000071909	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19088	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000072042	ENSG00000072042	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17798	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000073614	ENSG00000073614	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	16291	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000074590	ENSG00000074590	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18194	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000074935	ENSG00000074935	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17012	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000075234	ENSG00000075234	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	20631	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000075415	ENSG00000075415	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18073	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000077514	ENSG00000077514	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	17560	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000077549	ENSG00000077549	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19885	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000078140	ENSG00000078140	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18900	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000078177	ENSG00000078177	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18503	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000078674	ENSG00000078674	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	24219	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000079335	ENSG00000079335	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	18172	HG19/GRCh37	NA	NA	NA		NA		0		31644
eqtl-a-ENSG00000080493	ENSG00000080493	NA	public	1	2018	Vosa U	Males and Females		European	NA	31644	19012	HG19/GRCh37	NA	NA	NA		NA		0		31644
